Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,SIERRA RIDGE,100 Fowler Ave,"SIERRA RIDGE 1; Near rear pool house
SIERRA RIDGE 2; Near main office",Clovis,CA,93611,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,36.828918,-119.684012,2019-12-30,143367,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC,4820 Eastgate Mall,"4820 EASTGATE 1; Stations are Behind the 4820 Bldg.
4820 EASTGATE 2; Stations are Behind the 4820 Bldg.
4820 EASTGATE 3; Stations are Behind the 4820 Bldg.",San Diego,CA,92121,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,32.883439,-117.206783,2019-12-30,143376,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,P1 STATION 1,9300 Washington Blvd,P1 - 1; Level 1,Culver City,CA,90232,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.0252022,-118.392569,2019-12-30,143382,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.27 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,VCH,41169 Goodwin Way,"EV1; Behind MOB building
EV2; Behind MOB building
EV3; Behind MOB building
EV4; Behind MOB building
EV5; Van accessible stall
EV6; Standard accessible stall",Madera,CA,93636,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,https://www.chargepoint.com,200-9,36.88632,-119.799153,2019-12-30,143384,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF DOWNEY,10627 Old River School Rd,RIO HONDO GOLF; Near main entrance ,Downey,CA,90241,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.9531849,-118.1451184,2019-12-30,143386,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,SAN BENITO CO.,481 4th St,STATION 04,Hollister,CA,95023,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.8521696,-121.4054963,2019-12-30,143395,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,ESSEX,400/450 Concar (AM),PARK GREEN 4; 2nd floor garage ,San Mateo,CA,94402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.553333,-122.30825,2019-12-30,143396,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on an hourly rate. $1 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC,165 Technology Dr,"CBC 165 TECH 01; Stations are in back of the 165 Technology building.
CBC 165 TECH 02; Stations are in back of the 165 Technology Bldg.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-8,33.664386,-117.74606,2019-12-30,143407,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,ELECTRIC LODGE,1416 Electric Ave,TERMINAL 2,Los Angeles,CA,90291,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.991164,-118.4650223,2019-12-30,143412,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $3 per additional hour, $0.31 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF DOWNEY,10999 Little Lake Rd,"WILDERNESS PK 1
WILDERNESS PK 2",Downey,CA,90241,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,https://www.chargepoint.com,200-8,33.935362,-118.100518,2019-12-30,143417,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF DOWNEY,11016 Newville Ave,RIO SG PARK 2,Downey,CA,90241,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.9306417,-118.1102401,2019-12-30,143418,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF DOWNEY,9612 Ardine St,RIO SG PARK 1; Near park entrance ,Downey,CA,90241,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.9306663,-118.1102819,2019-12-30,143420,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF DOWNEY,"12400 Columbia Way, Downey, CA 90242",DISCOVERY PK; Near baseball field ,Downey,CA,90242,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.9202075,-118.1309975,2019-12-30,143421,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF DOWNEY,10419 Rives Ave,FURMAN PK; Near parking lot entrance ,Downey,CA,90241,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.9524511,-118.136794,2019-12-30,143425,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF TRACY,50 E 6th St,TRANSIT PARKING,Tracy,CA,95376,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.7345939,-121.4242007,2019-12-30,143429,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,6080 CENTER DR,6100 Center Dr,"HHC11-6100; L2 east wall
HHC12-6100; L2 on the east wall
HHC13-6100; L2 east wall
HHC14-6100; L2 east wall",Los Angeles,CA,90045,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.977036,-118.392419,2019-12-30,143435,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.5 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,AV HARLEY,1759 W Ave J 12,DCFAST HOG,Lancaster,CA,93534,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,34.680115,-118.16331,2019-12-30,143445,2019-12-30 10:12:32 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $0.1 per additional hour, $0.19 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,COUNTY EVSE,738 G St,H STREET 6,Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.5841225,-121.4954078,2019-12-30,143449,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,SEACREST,2241 Price St,SEACREST 2; -,Pismo Beach,CA,93449,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.1484866,-120.6496554,2019-12-30,143455,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.4 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,LCF PARK&RIDE;,4475 Indiana Ave.,WINERY CYN; Winery Canyon Trail Head Parking Lot - North Side,La Cañada Flintridge,CA,91011,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.20889,-118.21038,2019-12-30,143456,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,SEACREST,2131 Price St,SEACREST 1; -,Pismo Beach,CA,93449,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.1482395,-120.6491838,2019-12-30,143457,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.4 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,LCF PARK&RIDE;,1800 Foothill Blvd,"MAYORS DISC PRK; Mayor’s Discovery Park, SW corner of parking lot",La Cañada Flintridge,CA,91011,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.211033,-118.215866,2019-12-30,143458,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,LONG BEACH,1 Junipero Ave,"JUNIPERO 02; Near entrance
JUNIPERO 03; Near to the entrance of parking",Long Beach,CA,90803,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-8,33.762687,-118.164931,2019-12-30,143460,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $1 per additional hour, $0.32 per kWh, maximum payment of $30",,,,,,,,,,,,,,,,,,,,
ELEC,COUNTY EVSE,725 7th St,"GW PUB PARK 4; upper level
PUB PARK 3; Upper level",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,38.583928,-121.495609,2019-12-30,143469,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,LCF PARK&RIDE;,740 Foothill Blvd,740 FOOTHILL; On Street,La Cañada Flintridge,CA,91011,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.20209,-118.19536,2019-12-30,143471,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,RAMADA FRESNO,324 E Shaw Ave,FRESNO,Fresno,CA,93710,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.8096354,-119.7830888,2019-12-30,143473,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.5 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,CIVIC CENTER,8111 16th St,CIVICCENTER6; ChargePoint station is located at front of Westminster senior center ,Westminster,CA,92683,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.7584427,-117.9873414,2019-12-30,143474,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,ECCU,915 W Imperial Hwy,EV STATION 1; North side of building (back),Brea,CA,92821,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.9189343,-117.9123499,2019-12-30,143483,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,CCSF-SFMTA,345 Sutter St,SUTTER 1; Parking garage level 1,San Francisco,CA,94108,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.7893198,-122.4060378,2019-12-30,143485,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CITY HALL EV,6165 Spring Valley Rd,GAZEBO PARKING; Hidden Hills City Hall next to Gazebo ,Hidden Hills,CA,91302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.1718906,-118.6593094,2019-12-30,143487,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,COUNTY EVSE,725 G Street,EMPLOYEE PARK; lower level,Sacramento,CA,95814,,888-758-4389,E,,Private,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.5853236,-121.4954991,2019-12-30,143488,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Privé,,private,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE CO APTS,8808 Irvine Center Dr,CENTERPOINTE 5,Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.6571068,-117.7495261,2019-12-30,143495,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,6080 CENTER DR,6060 Center Dr,"HHC15-6060; East wall in parking garage level 2
HHC16-6060; East wall of parking garage on level 2
HHC17-6060; On the east wall of Level 2 parking
HHC18-6060; East wall of parking garage",Los Angeles,CA,90045,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.975753,-118.391139,2019-12-30,143503,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.5 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE CO APTS,7725 Gateway,"CENTERPOINTE 2
CENTERPOINTE 3
CENTERPOINTE 4
CENTERPOINTE 6",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,7,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.656521,-117.750781,2019-12-30,143506,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,COUNTY EVSE,800 F St,JURY LOT; Jury Parking Lot,Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.5846418,-121.4933741,2019-12-30,143510,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,DLR,Magic Way,"PIXAR 06; Parking Structure Pixar 2nd Floor
PIXAR 08; Parking Structure Pixar Level 3
PIXAR 09; Parking Structure Pixar Level 3
PIXAR 12; Parking Structure Pixar Level 3
PIXAR 13; Parking Structure Pixar Level 3
PIXAR 14; Parking Structure Pixar Level 3
PIXAR 15; Parking Structure Pixar Level 3
PIXAR 16; Parking Structure Pixar Level 3",Anaheim,CA,92802,,888-758-4389,E,,Public,24 hours daily,,,,,,16,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.8127797,-117.9270476,2019-12-30,143512,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.35 per kWh, minimum payment of $1.5",,,,,,,,,,,,,,,,,,,,
ELEC,DLR,1150 Magic Way,"PIXAR 01; 1st Floor Parking Structure Pixar
PIXAR 02; 1st Floor Parking Structure Pixar
PIXAR 04; Parking Structure Pixar 2nd Floor
PIXAR 05; Parking Structure Pixar 2nd Floor
PIXAR 10; Parking Structure Pixar Level 3
PIXAR 11; Parking Structure Pixar Level 3
PIXAR 17; Parking Structure Pixar Level 3",Anaheim,CA,92802,,888-758-4389,E,,Public,24 hours daily,,,,,,13,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.809188,-117.927025,2019-12-30,143513,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.35 per kWh, minimum payment of $1.5",,,,,,,,,,,,,,,,,,,,
ELEC,DLR,1408 S Walnut St,PIXAR 07; Parking Structure Pixar 2nd Floor,Anaheim,CA,92802,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.8131117,-117.9276999,2019-12-30,143514,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.35 per kWh, minimum payment of $1.5",,,,,,,,,,,,,,,,,,,,
ELEC,DLR,1424 S Walnut St,PIXAR 03; Parking Structure Pixar 2nd Floor,Anaheim,CA,92802,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.8127943,-117.9278521,2019-12-30,143515,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.35 per kWh, minimum payment of $1.5",,,,,,,,,,,,,,,,,,,,
ELEC,HIX CHICO,2074 E 20th St,HIX CHICHO 1; -,Chico,CA,95928,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.7288545,-121.7990478,2019-12-30,143522,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.75 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,SAVINA,1302 Kettner Blvd,"SPACES 221-223
SPACES 289-290; SPACE 289,290
SPACES 295-296; Space 295,296
SPACES 355-357; Space 355,357",San Diego,CA,92101,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-9,32.71894,-117.169408,2019-12-30,143536,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,SAVINA,1372 Kettner Blvd,"SPACES 148-149
SPACES 155-156; Parking Space 155, 156
SPACES 161-162
SPACES 167-168; 0024:B100:0003:2634
SPACES 169-171
SPACES 175-177
SPACES 215-217
SPACES 299-301
SPACES 303-305
SPACES 359-361; Space 359,361",San Diego,CA,92101,,888-758-4389,E,,Public,24 hours daily,,,,,,20,,,ChargePoint Network,https://www.chargepoint.com,200-9,32.719517,-117.169452,2019-12-30,143537,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,TPCC CHARGE,23401 Civic Center Way,01; Enter Cross Creek entrance.  Charger on the left hand side.,Malibu,CA,90265,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.03827,-118.68572,2019-12-30,143543,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,E-MAIN ENTRANCE,15575 Jimmy Durante Blvd,STATION 1,Del Mar,CA,92014,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.9785018,-117.2558821,2019-12-30,143544,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 3 hours, and $3 per additional hour, $1 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,SANTANA ROW,4236 Dudley Ave,P1 STATION 05; -,San Jose,CA,95128,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.318183,-121.9472951,2019-12-30,143564,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.39 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,GRANITE BAY,1 Grizzly Way,STATION 2,Granite Bay,CA,95746,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,200-9,38.732105,-121.21373,2019-12-30,143570,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,MONTCLAIR APTS,11965 Montana Ave,SPACE 30,Los Angeles,CA,90049,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.0513456,-118.4719921,2019-12-30,143584,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,442 RESIDENCES,442 W Ocean Blvd,"STATION 1; Located on P2
STATION 2; Located on P2
STATION 3; Located on P2",Long Beach,CA,90802,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-8,33.767025,-118.197627,2019-12-30,143590,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $3.5 per additional hour, $0.28 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE COMPANY,121 Fortune Dr,950 DCFC 3; -,Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,33.6478426,-117.7390779,2019-12-30,143594,2019-12-30 10:12:32 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$5 per session,,,,,,,,,,,,,,,,,,,,
ELEC,JLRTO,3595 automall dr,DC FAST 01; 1st floor service bay #1,Thousand Oaks,CA,91362,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,34.164024,-118.83243,2019-12-30,143595,2019-12-30 10:12:32 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,HILLSDALE SC,60 E 31st Ave,NB3; -,San Mateo,CA,94403,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.5389742,-122.3028487,2019-12-30,143600,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $6 per additional hour, $0.35 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,HILLSDALE SC,358 E Sailer Dr,NB2; Upper parking level,San Mateo,CA,94403,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.5389516,-122.3027137,2019-12-30,143609,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $6 per additional hour, $0.35 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,LEASING 1885,Imperia Dr,SPACE 3,Corona,CA,92882,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.8628011,-117.5925366,2019-12-30,143614,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,LOCUST STREET G,117 S Locust St,"LOCUST 1; Near to the entrance on the alley
LOCUST 2; Near to the entrance on the alley",Inglewood,CA,90301,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.962351,-118.35081,2019-12-30,143616,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,FLATS,250 S Mathilda Ave,"345 MCKINLEY 2; Located in parking garage basement 
350 MCKINLEY 1; Located in parking garage basement ",Sunnyvale,CA,94086,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.375824,-122.034298,2019-12-30,143617,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.04 per hour for the first 4 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,FLATS,196 W McKinley Ave,350 MCKINLEY 2; Located in parking garage basement ,Sunnyvale,CA,94086,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.3742823,-122.0311965,2019-12-30,143618,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.04 per hour for the first 4 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
